comments	label
남자친구가 양다리 걸친 거까지 국민이 알아야 되냐 그런 남자인지 몰랐으면 보는 눈이 없는 거지 가십 거리로 시간 잡아먹지 마라	1
남주 붐 맞죠 코 수술 티 제법 나네 ㅎㄷㄷ	1
남주가 이 리 없나 박서준 박보검 서강준	1
남주가 하필 쟤냐 똑같은 목소리에 똑같은 연기밖에 못하는데	0
남주는 윤 박임 남주는 윤박이라고	0
남주여 주가 맹숭 맹숭한데	0
남주 여주 들은 뭐 햤냐 ㅅㅂ	0
남주혁이나 계속 하지 못생긴 박서준은 왜 불러 ㅡㅡ	1
남자친구보다 재미없나 시청률이 7 대 주말 편성까지 좋은데 얘네는 남자친구 머리 채 안 잡으면 안 되던데 아직까지 결과는 남친이군	0
남자친구 얼굴은 책임져야지	0
남 탓 하는 것도 정신병이 고 저질 국민 성이다 그냥 고인에 명복이나 빌어라 어떻게 누구 하나 죽었다 하면 죄 다 남 탓이냐 자식 죽은 걸로 제가 뭐 나 된 양 정치지 하려는 부모들도 역겹다	4
남태현 성격 싹수에 어른 공경할 줄 모르고 여자들 가지고 놀고 가 좋아할 만한 건 거의 다 가졌는데	4
남태현의 성기는 미워해도 국민들을 감동시킨 그의 국 보급 성대는 미워하면 안 되죠	2
남편 핵 불쌍하다	0
남편 돈으로 호의 호식 ㄷㄷ 취집 잘한 케이스	2
남편보다 배우가 누군지 더 모르겠다는 ㅎㅎ	0
남편분이 더 동안 둘이 나이 차이 별로 안 나 보임 2조의 힘이랄까	3
남편 손절하면 섭 외 들어올 거 같지 당신은 끝났어 배우자한테도 의 리 못 지키는 사람을 누가 써 이기적인	6
남편은 용서해도 아내는 용서 못 하겠다 남편 신경 좀 써주지는 하여간	6
남편은 잘못했고 법의 심판을 받아야 하지만 그렇다고 이혼을 진심 부부라면 죗값을 치르고 사람답게 살 수 있도록 옆에 있어 줘야 하는 거 아닐까 애정 없는 비즈니스 관계였나	3
남편이 돈은 많지만 아픈 사람과 결혼한 이유가 멀까 상무형 오래 살아요 제 발 ㅠㅠ	2
남편이 문 재원 맞지	4
남편이 사기 치러 다닌 거도 아니고 그래도 능력 있는 남자인데 나 같으면 당당하게 산다 박한 별 씨는 잘못 없네요	0
남편이 이 병헌이라는 게 흠이지	5
남편이 잘못한 건 잘못한 거고 잘 될 때 같이 살다가 어려워졌다고 이 혼하는 건 좀 아닌 것 같다	0
남편이 잘못했지 쟤가 잘못했나 웃긴 놈들이 네 ㅋㅋ	2
남편이 장동건이야 다 가져서 좋겠다	0
남편이라는 놈이 상태 안 좋은 놈이지 돈 있는 놈이 미 치 다고 화류계 인간을 ㅋㅋㅋ	2
내 나이 45살인데 내가 노이즈 광팬이라 잘 아는데 저 형이 나랑 2살 밖에 차이가 안 난다고 실화냐 ㅡㅡ	0
내 장담 컨대 예전처럼 구타 폭행 되면 이 새 기 벌떡 일어나서 날아다닌다	4
내 주변에 고려대 영재교육원 나온 애 4명 있는데 인하대 상명대 중앙대 동국대 이렇게 갔음 대학에 어릴 때 영재라고 명문대 가는 건 아니더라	0
내 친구가 김수현 아나운서 사촌 동생이란 게 자랑스럽다 ㅎㅎ	0
내가 2년 동안 본 드라마 도깨비 나의 아저씨 내 뒤에 테리우스 스카이 캐슬 정말 스카이 캐슬 최고	0
내가 너를 고소하고 싶어 정국 아 진짜 존 나 패고 싶다 생각이 없니 국뽕으로 뭘 하든 오냐오냐 해주니가 뭐든 네 멋대로 해도 되는 것 같아 공항에는 꼬박꼬박 마스크 끼고 오는 놈이 놀러 다닐 땐 마스크도 안 쓰고 진짜 서운하다 정국아	4
내가 보기에 얘는 아주 오래 갈 연예인이라고 본다	0
내가 보기엔 이 거 돈 떼먹으려는 수작 아니냐 이 거 다 쇼 아니야	3
내가 본 시간이 왜 아깝죠 진짜 별로다	0
내가 볼 땐 벌리는 게 문제 임 요즘 남자 좀 괜찮다 싶음 일단 벌리고 보니까	2
내가 아는 딩크 분들 40대부터는 아이를 부러운 모양이 다 아이가 있으면 더 화목한 가정이 된다	7
내가 요즘 드라마에 꽂혀서 웬만한 드라마는 다 챙겨 보는데 그 중에 화유기가 제일 재미없음 마더 돈 꽃 흑기사 황금빛 내 인생 리턴 화유기 이렇게 챙겨보는데 이 중에서 화유기가 제일 재미없음	0
내가 이런 거까지 알아야 하나	0
내가 저기 있음 현주 올인한 다 좋은 여자 임 웃어주는 사람이랑 있음 행복하지 왜 웃냐고 따지는 사람들이 이 상한 거임	0
내가 정액 비누 만들어줄게 는 성희롱이고 모유 비누는 웃어 넘길 일인가 정액 비누도 아토피나 피부미용에 좋다	2
내가 제일 싫어하는 사람이 현빈 손예진 아까워	1
내가 좋아하는 김혜수 언니 동생 분	0
내가 진짜 현빈 때문에 본다 도대체 뭔 얘기를 하는지 도 통 모르겠네 나만 그런 가	1
내가 최지우 남편이면 첫날 밤 일곱 번 가능합니다	2
내가 한 짓도 아닌데 이렇게 욕먹을 일인가 연좌제 없어진 지가 언젠데 연예계에서는 남아 있는 듯해요	3
내가 본 역대 최악의 드라마 티라노의 발톱 후속작도 안 되는 드라마	1
내가 볼 땐 결혼 후 한 몫 챙기려고 하는 거 같은데	3
내가 봤을 때 한 씨는 이 남자 저 남자 다 만나 볼 듯 조만간 기 안 하고 사 귄다고 기사 나올지도 모름 왠지 한 씨가 기 안한테 관심 있는 듯 ㅎㅎ	1
내가 봤을 땐 작업당한 거 같은데 카지노 자체는 불법이 아니었겠지만 슈거 뻔히 돈 잃을 거 알고 옆에서 똥구멍 간질간질해서 돈 빌리게 하고 돈 빌린 곳에서 빠찌 때 주고 했을 거 같은 데	5
내가 알기론 탑이랑 지 드래곤은 검찰 송치까지 안 된 걸로 알고 있는데	0
내기 바둑 내기 당구 다 잡아 가지 그래 이런 기사는 왜 쓰고 경찰은 왜 흘리는 거야 ㅂㅅㄷ	4
내 거 넘보지 마	0
내 나이 59 지민이에게 끌린 다 갑자기 노래 한 곡 듣고 싶다 김혜림의	2
내내 뭐 하고 있다 이 제 와 서 그러냐	0
내 딸이 다 할 때 아 진짜 눈물이 나 네 진짜 유동근 씨 연기는 대박이네요 좀 짠하고 딸 때문에 어떻게 해야 할지 모르는 그 심정 이해가 되네요 암튼 너무 짠했어요	0
내레이션 좀 치워라 정말 안 맞는다	1
내 마음의 4대 보컬 박정현 린 백지영 윤 미래	0
내 여자 내 여자 사랑해	0
내용이 잼 없다	0
내 우상 음악 들으며 그의 인생 아기를 들어서인지 뭔가 친근함 인생에 대해 많이 배워요	0
내치고 원타임 데니 넣는 게 베스트 인 듯	0
내 친구도 어제 헤어졌는데 기사 좀 올려주세요	3
낸 시랑 씨가 건강하게 살아가길 바라요	0
낸시랭 언니는 너무나 착한 분입니다	0
낸시랭 좋은 분 만나시지 올라오는 기사 보니 안타까워서 처음으로 댓글 남겨 봅니다	0
냄 져들 열폭봐 ㄷㄷ	2
내버려 두지 왜 막았어요 그래봤자 한남충 소리 들을 텐데	2
너 코 새로 했지 예전보다 이번 코가 더 이 쁘네	1
너 너무 오버하고 귀여운 척하고 아 보는 내내 목덜미가 간질간질 ㅎㅎ	1
너네 댓글 조심해라 그러다 고소당한 다 아무리 그래도 너네한테 잘못한 건 없으니 가려서 해 할 짓 없는 것들 남 욕은 오지게 좋아하지 특히 맘 충들 ㅠㅠㅠ 쯧쯧	2
너는 인생을 예능처럼 살려고 하냐 웃으며 즐겁게 사는 건 좋은데 아쉽다 왜 결혼 못 하는 이 유가 있더라	3
너는 정우 오빠 아니면 얘기가 안 되는 거냐	1
너도 공익이냐 지가 무슨 급이라도 되는 중 아냐	3
너도 입 좀 그만 찢어라 여자 이병 허니냐	2
너도 급하게 입대해라 인마	1
너 땜에 우리 샤이니 ㅜㅜㅜㅠ	1
너 땜에 투애니원 해체되짜나 ㅡㅡ	1
너만 애 키우냐 ㅉ	4
너무 귀엽다 정말	0
너무 너무 축하해요 제가 좋아하는 유리 언니 앞으로도 행복하세요	0
너무 느끼하게 성형했어 ㅠ 적당히 성형했어야 짓	1
너무 마녀 사냥 아닌가	0
너무 마르면 할 때 너무 아파 후	2
너무 미화하네 옛날부터 국대 축구 본 사람들은 손 탐욕인 거 다 아는 데	4
너무 부러워 둘 다	0
너무 싸 보이는 느낌 살려고 발버둥 치는 것 같긴 한데 좀 안타깝군 요 싸이는 어쩌려고	3
너무 안타깝네요 삼가 고인의 명복을 빕니 다 하늘나라에서 부모님과 아이를 잘 지켜주시길	0
너무 어린애들만 나오네 핵노잼	0
너무 억지 다 우진이가 이 쁘고 잘 나가니 다시 마음 동 한 거지 안 그랬음 후회하긴커녕 잘 됐다고 생각했을 걸 결국 결혼 하나 안 하나 자기 인생 충실히 살면 된다	6
너무 예뻐요 ㅠㅠㅠ 사람 이목구비가 어찌 저럼	0
너무 예쁘던데 티브이에서 자주 볼 수 있으면 좋겠어요	0
너무 예쁜 모녀입니다	0
너무 예쁜 부부이네요	0
너무 이쁘다	0
너무 이쁘다 이영애	0
너무 이쁘던 데	0
너무 인신공격은 자제들 합시다 당신들은 뭐 깨끗한 가요 ㅠ 그래도 일본에서나 해외에서도 알아주는 탑 클래스에요 국내 명예도 높였는데 가만 해주면 좋겠습니다 더 이상 상처받지 말고 늘 응원해요 오빠 ㅠㅠ	0
너무 잘 봤어요 남궁 민씨를 보면 제가 좋아하는 박보검 씨와 비슷한 유형의 연기파 배우라 드라마에 몰입이 잘 됩니다 더 승승장구 하세요	0
너무 재밌다 영화 같은 영상미에 연기 구멍이 하나도 없는 완성도 높은 희극	0
너무 재밌어 색감도 좋고 연기도 찰지고	0
너무 재밌어 ㅋㅋㅋ 이번 주 만찬이들 사내 연애하네ㅋㅋㅋ 꿀 잼이겠다	0
너무 재밌어요	0
너무 좋아요 와이지만 나와줘요 아까워 ㅠㅠ	0
너무 화면에서 자주 봐서 그런 건지 연기 스톤이 일정한 느낌	0
너무 그러지 말아요 개리가 범죄를 저지른 것도 아니고 뭐 마약 한 애들도 다 나오는데요 뭘 그리고 런닝맨 멤버들한테는 미안해하겠지만 우리가 왈가왈부할 수는 없는 듯	0
너무나 멋진 영상과 배우들의 열연 계속해서 응원해요	0
너무 나간다 좀 띄워줬더니 ㅉㅉ	1
너무 너무 아쉬워요 9연승까지 갔으면 했는데 그동안 이석훈 만 찢남의 노래를 들으며 행복했습니다	0
너무 너무 재밌음	0
너무 바보 같아서 열받더라 짜증 나게 적당히 해야지	1
너무 잘 어울린 다 ㅅㅅ ㅅㅅㅅ 한 명은 전 국민이 다 아는 비디오로 한 명은 클럽에서 뽕 맞고 파티하고 ㅋㅋㅋ 절대 헤어질 마라	5
너무 재밌게 봤네요 ㅋㅋㅋ	0
너무 재밌게 봤어요 벌써 끝나 다니 우연히 첫 회 보고 바로 보기 시작했네요 ㅎㅎ	0
넌 누구니 네 부모님은 누구 시니 많은 수술로 본인도 자기가 누군 줄 모를 듯	1
넌 도대체 누구냐	0
넌 면상을 들이 댄 게 죄여 남친이란 그란 짓꺼리하고 다시 얼굴 내미는 게 죄 지 반성하는 척하는 것도 죄 지 너도 정준영 꼴 날 듯	2
넌 아마 끝날 듯 여론이 혜선이 편임	1
넌 아마 살 뺄수록 욕먹을 거다 자괴감 쩔듯	1
넌 얼굴만 됐어도 대성했을 텐데 너무 여자가 세 보여서	2
너무 귀엽고 예쁘고 단아한 느낌이네요	0
너무 멋져요 저 책도 사 서 봤답니다	0
너무 슬프 다 ㅠㅠ 하 마지막까지 함께 해주고픈 김원희 씨 맘이 얼마나 아플까 힘내세요 힘내 곱단아	0
너무 예뻐요 정미애 님	0
너무 이 쁘세요	0
너무 잘 어울려 요	0
너무 재미있어요	0
너무 예뻐서 이렇게 생기구 파 성격도 사랑스럽더라	0
너무 재밌었음 강문영 씨 파이팅 김광규 씨 파이팅 최성 국시나 오디마	0
네 다음 먹튀	5
네 다음 시청률 꼴쮜	0
네 다음 철구랑 어울리던 분	0
네 다음 표절	1
네 방송에서는 안 보면 되지요 잘 사세요	1
네 알겠습니다 남자 가수 딘 씨	6
네 잘 알겠습니다 관심 없어요	0
네가 뭔데 입대 시기를 맘 대로 조절해 윤두준 도 그렇고 언제 입대할 줄도 모르는데 드라마 출연 생각하는 자체가 상당히 오만하다	3
네다섯 이 서 나눠 먹던 거 유재석 혼자 먹으려고 무도 폐지한 거냐	1
네 명 다 매력 터지는데 옥주현 나올 때 더욱 집중된다	0
네 생각이 맞고 사람들에게 네 이론을 주장하고 사회도 바꾸고 싶고 입으로 바꾸려고 하지 말고 차라리 봉사활동이나 하지 그러니 시간도 많은 거 같은데 그게 더 설득력 있어 보여	1
네이버 오늘부로 끊으련 다 기사 같지도 않은	0
네티즌들이 마녀 사냥해서 사람 한 명 죽였지 불쌍한 만기형	3
노노 재팬인데 쪽 바리 연놈들도 까야지 조센 징들아	4
노라조 형 이란 노래로 힘들 때 위로를 받곤 했습니다 앞으로도 노라조라는 이름으로 여러 사람에게 즐거움과 위안을 주시면 감사하겠습니다	0
노라조 파이팅	0
노래 부를 때 너무 느끼해	1
노래 참 잘하고 성실함이 보이네요 응원	0
노래는 좋은데 월드스타인데 빠순 이들 하는 짓은 세계 최하급	6
노래만 해야겠더라 다큐 보는데 재미도 없고 감동도 없고 좋아하는 팬들은 좋을지 모르겠지만 완전 개 재미 없었음	5
노래방은 여윽시 도우미를 불러야 제 맛	6
노력 많이 하네 언니 존경합니다 물론 부모님 재력이 뒷받침되었겠지만 그래도 유학 가서 공부 안 하고 노는 애들 진짜 많은데	0
노렸네 이년	5
노망난 영감탱이들	4
노무현 실루엣이면 뭐 어쩌라고 놈현이 신이냐 아주 억지네	4
노무현 정권 때 인사를 저 세 끼들이 문재인 대선 2번 동안 안 건드렸다면 문재인 측근 인사는 절대 아니란 얘기다 좆 조선 개소리에 휘둘리는 놈들 수준 부서 ㅉㅉㅉ	4
노무현 김대중 세월호는 건들면 안 되고 이승만 박정희 전두환은 욕해도 되고 ㅋㅋ 기준이 뭐냐	1
노무현이 밖 일도 다	3
노브라를 하건 말 건 뭔 상관 한남들아 욕 그만해 ㅡㅡ	2
노브라를 하든 말든 알아서 하시고요 페미 메가를 짓만 안 하면 하고 싶은 데로 하고 사세요 아무도 불평 안 함	2
노사연도 저 나이에 저 정도면 진짜 관리 잘하고 센스 있는 거지 평범한 줌마들이랑은 다르네	6
너 이 해 일반 여자라면 속옷 착용 안 한 상태로 방송 안 할 듯 노출증 환자나 하겠지 여자인 나도 노니 해다 ㅜㅜ	6
노인 공경도 안 하는 논들한테 뭔 자리를 비켜줘 임산 부농들만 힘드냐 페리 논들 진짜 역겨워	2
나 잼 대사가 안 들려서 넷플릭스에서 자막 키고 봤는데 2화까지 보고 못 보겠다	0
나 잼 자기들 인생살이 이야기 들어야 하나	1
노 잼 이 병헌 너무 늙어다는 거	3
노지훈 꽃길만 걷자 불후의 명곡에서도 보고 싶어요 노력이란 노래 듣고 울었네요	0
노처녀 김치녀들이나 좋아할 드라마네 저거 사진에 남자 놈 똥폼 잡는 거 봐 ㅋㅋ	2
노출 사고가 뭔 자랑이라고 당당히 거기에 왜 붙냐	5
노친네 너무 설친다	4
노홍철 이 새 기 나와서 딴 데 뜬다	5
노화로 인 한 못생김이 슬슬 더 가중되는 시기	4
논란 해명 부탁드립니다	0
논란은 늘 이런 기사의 제목이 한 몫하는 듯 돈 많은 사람들은 돈을 써야 경제가 돌아가죠 명품을 입든 말든 이런 제목 진짜 별로예요	0
논란이 고 나 발이고 이상민 미우새 지겹 다 이제 그만 하차해라	0
논란이 있었던 슈퍼맨이 화제 인기 프로로 만들 엇든 게 쌍둥이 때문인데 프로가 인기가 있으니깐 어느 대한민국 만세인지 매국 금수저 못생긴 삼둥이가 처 나와서 밥숟가락만 언져 먹고 나 갓지 ㅋㅋ	4
놀고 있네 ㅋㅋㅋ 연기 연습이나 해라 ㅋㅋㅋ 지가 무슨 맨날 예능만 찍어 싸고 이쁘다 이쁘다 하니까 신났네	4
놀고 있네ㅡㅡㅋ 관리도 안 해놓고 믄 기억 살아있을 때 잘하지	1
놀라울 27 후ㄷㄷ	7
놀지만 말고 연기자 할 거면 연습 좀 해라 핵발연기ㅋㅋ	1
농농 베트남	4
뇌물 먹고 자살한 고 노무현 대통령이 분명히 봉하 마을 부엉이 바위에서 지켜보고 있을 것이다	4
누가 그 일 하래 다른 일야 힘든 거 예전부터 다 알잖우	1
누가 무슨 권리로 예쁘 네 마네 판단하며 까 내리는지 누군지도 모르겠다는 사람 욕하는 너네는 가치관이 어떻게 된 건가 지나가는 사람 면상에 욕하고 지나갈 수 있는 인성이 쓰레기인 인간들인 건가	1
누가 보면 독립운동 하러 가는 줄 알겠네 하 하가 먹던 사회에서의 마지막 햄버거냐	1
누가 악플을 달긴 80년대 최악의 세대라 불리어는 여자들이지	2
누가 애 기사 궁금해한다고	1
누가 앵두를 찍었다고 거짓말을 대 놓고 하냐 ㅋㅋ	0
누가 응원을 해요 응원 물결이 있어요	0
누가 조문 인증을 강요했대 조문 인증 기사 쓰는 기자들이 웃긴 소리하고 자 빠졌네 이런 기사나 쓰지 마	1
누가 꽃이 인지 잘 모르겠어요	0
누가 봐도 한 거다 ㅎㅎㅎ	1
누가 사고가 났던 일단 의료사고가 났다는 게 어디 병원이 죠 거기	0
누가 좋아한다고 이런 기사냐 경제도 어려운데 취집 잘 가 호강하는 거 전 국민이 다 아니까 그만 이런 기 사 그만해라 지겹다	2
누구 이창섭 태도 별로라고 하신 분 ㅋㅋㅋ	0
누구 배우인가요 가수인 가요	1
누구 씨엔블루 사기꾼 정용화가 있는	5
누구냐 넌	1
누구냐 넌 올드보이 생각나네	0
누구냐 넌	1
누구냐 이 개들 보들은 요즘은 일반인도 돈 쳐 받고 기사 써주는 게야 이게 나라냐	4
누구냐 이 자 슥은 또	1
누구는 밥과 김치도 제대로 못 먹어 김치 반통 허겁지겁 먹고 있을 때 넌 하수도 오물 통째로 삼키듯 아구창에 쉬는 틈마다 뭘 쑤셨잖아 생각이 안 놔	5
누구랑 결혼할지 절세미인이랑 부럽네	8
누구세요 ㅎㄷㄷㄷ이젠 단역도	1
누구 신데요 ㅠㅠ 뭐하려고 돈 써서 이렇게 기사 뿌리고 계시나 요 그냥 신혼여행에 나 보태 쓰시지	1
누구신지 ㅠㅠ	0
누구야 도대체 누구냐고	1
누구야 첨보네	1
누구 여 이 개 10 듣고 들 은 ㅡㅡ	5
누구임 아는 사람	1
누구 지 이제는 나올 사람이 없나 보다	1
누구처럼 돈만 밝히는 저급 인생은 살아가지 마시길 행복은 머니 순이 아니니깐 작은 거에 감사하고 항상 좋은 일만 가득하길	3
누군가의 상상 아님 예고 보니 살아 있더구먼	0
누군데 저 듣고 가	5
누군데 이 조폭은	3
누군데 출산으로 메인에 걸려 있는 거임	1
누군데 이놈은 가수 이지훈인 줄	1
누군지 나만 모르나ㅜ	0
누군지 모르겠는데 존 나 꼬시네 저 얼굴로 아이돌 한 거도 신기하네 현역 잘 가라 꿀 빨려 고 했는데 실패했네 ㅋㅋㅋ	2
누군지 모르겠지만 40 50대 아저씨들 야광봉으로 얼굴 때린 건 반성해라	0
누군지 모름 그리고 할 거 다 하고 알 거 다 아는 사이에 참으로 축하하 것다 ㅉㅉㅉ	1
누군지 밝히면 그 멤버도 피해자예요 누가 조작해달라고 했습니까 위에서 다 조작해 놓고 지금 활동 끝난 지가 언젠데 이제 와서 이러고 있으니 지금 모두 피해자라고요 왜 화살이 멤버들한테 가나요 동의합니다	0
누군지 밝히세 요 그리고 걘 연예계에서 영구 퇴출 가자 정유라랑 다를 바 없잖아ㅋ	4
누군지 뉘 모르겠지만 제발 좌파 민주당 지지자였으면	7
누군지는 모르겠지만 이런 식으로 얼굴 알리는 건 별로다	1
누군지는 정말 모르지만 항상 모르겠습니다	0
누군지도 모르겠는데 뭔 대중의 응원이 쇄도	1
누군지도 모르고 관심도 없음	0
누군지도 모르지만 옜 다 관심	0
누군지 모르지만 요즘 걸그룹 창여들 다 발 라버리네	2
누군 진 모르지만 삼고 빕	1
누나 아프지 마 ㅜㅜ	0
누나가 쌍 미친 놈 네 지 편하자고 뭔 짓이냐 지금이라도 미안하면 한 강 가라	5
누나는 시집 잘 감 영	0
누명 아니고 강 기사 아저씨 다 예 아빠 칼로 찔러 죽임 무슨 누명이야 다 예가 강 기사 아저씨 칼로 찔러 죽 일 듯	0
눈 졸라 모였네 난 박신혜 스타일이 좋음 신동엽같이 모인 눈 극협 갈 데가 없어 짱 개랑	4
눈코 입술 가슴 올 튜닝 ㅠㅠ	2
눈가의 주름 보니 둘 다 천생 연분 핸디캡마저 똑같네요	0
눈만 크게 뜨는 연기 나만 불편한가	1
눈물 났어요 ㅠㅠㅠ 진짜 아기가 엄마의 마음을 닮아서 천사 같은 듯	0
눈물이 많은 남자는 보기 싫음 찌찌 해 보임	6
눈빛이 소름 돋는다는 거 나만 못 느끼나 당연히 사람이 말하면 쳐다볼 수 있는 거 아닌가	0
눈에 슬픔이 보인다	0
눈이 부시게 재미있게 봤어요	0
눈치 더럽게 없고 그만 봤으면 싶다 진심	1
눈 크다고 다 이쁜 건 아니구나 이 분이나 홍수 아나 눈이 무서워	0
뉘세요 암튼 삼고 빕	1
뉴스룸 김남주가 한 번 하지 진짜 아나운서 같던데	0
뉴욕대 가서 미국 귀족 백마들한테 멸시 받느니 연세대와 서 한국 여자들 쉽게 먹는 게 현명한 선택인 듯 서울에서 어딜 가나 인기 폭발하고 방송 출연 섭외도 들어오고 그럴 듯 드립 좀 만 잘 치면 예능에서 성공할 수 있고	2
뉴이스트 리더 가 떨어진 게 말도 안 된다고 생각했는데	0
뉴이스트 때문에 모종의 거래가 있었던 건 아닐까 ㄱㅈㅎ 없이 활동 못하니까 프 듀 끝나고 ㄱㅈㅎ 예능 프로 많이 밀어준 느낌 받았는데 보상 같은 건 아닐지	1
느낌상 변 소장 같음 반전으로 가려면	0
너무 재미없다	0
늑대 여우 코요테	0
늘 신선함 게스트 바꿔가면서 식상하지 않음 김완선 팬이나 불청에선 민폐녀 늘 방콕하며 다 차린 음식 먹기만 해 밉상이었음	6
늙고 추하다	5
늙었다 최지우가 시집가서 마음고생했나 더 늙기 전에 좋은 짝 만나요 일반인으로	6
늙은 송혜교	5
늙은 언니들 불 편	6
늙은 죄	4
늙은 티 나긴 남 이젠 소년 미라는 아니야 차라리 몸이라도 키워요	7
늙은 남자는 사회악이다 생각이란 게 없다	2
늙은 마누라 모시고 살람 이 정도는 호사 누려야지	2
늙탱이 40대 줌들이 빠는 그 새끼네	2
능력도 있는데 20대 여자랑 결혼했으면 좋을 텐데	6
능력 있네요 부럽다	0
능력 있으니까 연하남도 만나 네 ㅋㅋ 페리 하는 애들은 개 줘 씨는 싫고 연하남은 좋은 가 봐 연하남은 너희들이 좋대 더	2
네 독감 걸린 걸 별걸 다 기사로 ㅉ	1
네 말뿐이잖아 구체적 증거를 내놔 계좌이체했음 이체 기록과 중고나라 거래했음 거래 기록	0
네 부모를 위해 울어본 적 있냐 ㅉㅉㅉ 군대 가면 다 뒤져서 오는 줄 아나	1
네 아버지가 염라 언니였어 ㅍㅎㅎ	0
네 아빠 조심해라	6
네 이미지가 악녀스럽지 ㅋㅋㅋ 엠비에 신 연기 대상 때 한참 어린 한효주랑 기 싸움하는 거 아직도 눈에 선하다 ㅋㅋㅋ	5
네가 그 덯케 ㅏ움을 자래 옥당으로 올라와	1
네가 누구랑 사귀든 관심 없다 년 아 얼굴에 주사 맞은 년이 ㅋㅋ 어휴 역 겨워	4
네가 민폐인 걸 지금 알았니	5
네가 살 찌는 건 처 먹고 운동을 안 해서 지	4
네가 하는 짓거리가 딱 설리야 그 뒤를 이어서 골로 가버려라 스케치북이나 올리는 짓을 하냐	4
너네 여자 보다 이쁘니까 부러워서 까냐 ㅋㅋㅋ	2
너네 여자들 결혼해서 남편한테 처 맞고 살아도 이 혼 요구 먼저 하지 말아라 배신이니까 알았지 너네 논리가 이 딴 식인데 이런 반대도 공감해줘야지 안 그래	2
네놈이 실력이 있냐 외모가 출 중하냐 호감형이 길 하냐 키라도 크냐 천운으로 이름 좀 날렸다 마는 부모 죄가 없어도 넌 연예계에 발 오래 못 붙일 놈이었어 나 혼자 산 다 써 24시간이 모자라게 처 먹는 놈 띄워주는 거 보고 박나래도 싫어지려고 하더라	3
너희들 송혜교 욕하지 말아라 고소미 먹는다 저긴 캡처 부대 좌표 찍고 몰려오니깐 조심해야 해 똥이 더러워서 피하지 무서워서 피하냐 미국 같았으면 징역 간인데 말이야 이래서 아직 한국이 후진국임	3
너희들 시 엄마도 겪은 거다 대 물림되는 거고 너희들도 마찬가지인 시 엄마 될 거고 하나만 알고 둘은 모르는 ㅋ 김치녀 언들ㅋ	2
너희들 임신한 것까지 알아야 하냐	1
너희들 가족이 승리라고 생각해봐라 이 악플러 한남 총들아	2
너보다 더 할까	1
니키에 52킬로는 너무 하지 않나 나도 170에 53인데	3
너하고 원 나이트 한 개 원인이구나 미안하다 하지만 널 밧아줄 순 업다 내 마누라가 부자야	2
님이 구매해서 기부해 주세요	0
다 고소 미 먹어라 미 친 ㅠ 진짜 원걸 골수팬 중에 선 예 욕하는 사람 없어요 12년 팬 하면서 선 예 원망해 본 적 없습니다 팬인 척하지 마세요 진짜 가 소롭고 소르 끼치네 진짜 다들 경찰서에서 정모하시길	1
다 그러고 애 낳고 키웠고 다 그러고 산 다 예전에 우리 엄마들은 어떻게 애 키우며 밭 일하고 살았는지 다 본인이 선택한 인생이 고 힘든 거 이상의 기 쁨이 있다 기자들도 이런 거 퍼 날리지 말고 발로 뛴 기사나 써라	6
다 너무 늙었다 상큼 이들 데려와 쥬	3
다 늙어서 뭔 아이돌 가수 득실거리는 대서 버틸 수 있겠냐	4
다 듣보잡 급 연예인만 모아놨네 ㅉㅉ 얼마 못 가 망할 듯	1
다 방송 시청률 잘 나오고 평 좋으니까 시즌 2 나오는 겁니다 여기서 아무리 욕해봤자 보는 사람들은 다 재밌게 봄	0
다 방송이 고 대본이에 요 ㅋㅋ 생떼 좀 부리고 해야지 재밌지	0
다 설정이었나 보네 요즘 대부분 젊은 며느리가 갑이고 시 어머니가 을 이라 시 누이들이 친 정엄마 고생하는 것 보기 싫어서 명절에 친 정에도 안 간다	3
다 아티스트인 척 연기하는 거야 6개월 작업하고 6주 활동하고 6년 먹고사는 데 오지랖이든 뭐든 그만해	5
다 알고 있겠지 그 나물에 그 밥 자기 돈줄 끊길까 자 게 기획사 망할까 모르는 척 그냥 넘긴 거	3
다 유재석 할 탓 유재석이 박명수 무시하고 안 살리고 자기 몸담은 프로 살아야 하니 조세호한테 엄청 의 지하는 듯	1
다 자기 업보예요 김구라가 그렇게 조언해줬는데 ㅠ이제는 행복하세요	0
다 좋은데 남양유업 같은 곳 위해서 일하지 마라	7
다 좋은데 박수홍 엄마 좀 안 나왔으면 좋겠다 ㅠㅠ	1
다 좋은데 사귀어라 이 딴 소리 하지 마라 여자애가 몇 살인데 박성광 같은 아 재 랑 사귀어	2
다 좋은데 남양유업 사회 공헌팀 ㅜㅜㅜ 하신 행동은 정말 훌륭하세요 저 여자분의 생명의 은 인임 강간하고 살해당할 수도 있었음 근데 남양 유업 ㅜㅜ	7
다 지루하고 숙행만 기대 진짜 연애가 필요 보이는 사람 섭외해라	1
다 풀어주어라 구속은 무슨 혈기 왕성한 놈들이 지 네끼리 논 것 가지고 왜 이 리 시끄럽냐 애네가 마약 한 것도 아니고 여기 댓글 다는 놈들 동영상 보고 그 짓 안 하는 놈들 없다	6
다 필요 없고 구 혜선 졸라 이쁘다 이 쁘면 다지 성격이 어떻게 턴 간에 이 쁘면 제 맘대로 해도 되는 세상이 다 혜선 누나 너무 이 뻐요	3
